year,city,region,city_tier,population_approx,median_salary_gross_gbp_monthly,median_salary_net_gbp_monthly,median_salary_gross_gbp_annual,national_median_gross_gbp_monthly,national_median_gross_gbp_annual,national_min_wage_gbp_monthly,national_nlw_hourly_gbp,salary_to_national_ratio,cpi_annual_pct,cost_of_living_index,rent_1br_city_center_gbp,rent_1br_outside_center_gbp,meal_cheap_restaurant_gbp,groceries_monthly_gbp,public_transport_monthly_gbp,est_monthly_cost_single_gbp,affordability_ratio,rent_to_income_pct,data_source
2016,Portsmouth,South East,city_large,213000,2192,1589,26304,2350,28195,1248,7.2,0.933,0.7,66.3,792,649,10,219,65,1208,1.32,29.6,numbeo
2017,Portsmouth,South East,city_large,213000,2294,1663,27528,2413,28954,1300,7.5,0.951,2.7,66.7,850,630,10,221,68,1196,1.39,27.5,numbeo
2018,Portsmouth,South East,city_large,213000,2323,1684,27876,2463,29559,1357,7.83,0.943,2.5,67.0,911,687,10,233,67,1266,1.33,29.6,numbeo
2019,Portsmouth,South East,city_large,213000,2315,1678,27780,2532,30378,1423,8.21,0.914,1.7,66.4,869,662,10,234,70,1247,1.35,28.6,numbeo
2020,Portsmouth,South East,city_large,213000,2390,1733,28680,2622,31461,1511,8.72,0.912,0.9,67.1,908,660,10,233,70,1244,1.39,27.6,numbeo
2021,Portsmouth,South East,city_large,213000,2391,1733,28692,2648,31772,1544,8.91,0.903,2.5,67.3,909,706,11,248,70,1327,1.31,29.5,numbeo
2022,Portsmouth,South East,city_large,213000,2545,1845,30540,2750,33000,1647,9.5,0.925,9.1,67.5,953,779,12,260,74,1444,1.28,30.6,numbeo
2023,Portsmouth,South East,city_large,213000,2624,1902,31488,2914,34963,1806,10.42,0.9,7.3,68.2,1068,847,13,286,82,1572,1.21,32.3,numbeo
2024,Portsmouth,South East,city_large,213000,2834,2055,34008,3119,37430,1983,11.44,0.909,2.6,68.2,1149,812,13,296,82,1550,1.33,28.7,numbeo
2010,Slough,South East,city_medium,140000,2425,1758,29100,2157,25879,1028,5.93,1.124,3.3,60.2,575,442,8,171,49,889,1.98,18.2,ons_modeled
2011,Slough,South East,city_medium,140000,2367,1716,28404,2183,26200,1054,6.08,1.084,4.5,59.3,585,458,9,190,52,950,1.81,19.3,ons_modeled
2012,Slough,South East,city_medium,140000,2489,1805,29868,2208,26500,1073,6.19,1.127,2.8,60.2,611,505,9,196,51,1004,1.8,20.3,ons_modeled
2013,Slough,South East,city_medium,140000,2407,1745,28884,2250,27000,1094,6.31,1.07,2.6,59.2,647,476,9,188,54,971,1.8,19.8,ons_modeled
2014,Slough,South East,city_medium,140000,2423,1757,29076,2267,27200,1127,6.5,1.069,1.5,60.1,644,505,9,203,56,1019,1.72,20.8,ons_modeled
2015,Slough,South East,city_medium,140000,2476,1795,29712,2304,27645,1161,6.7,1.075,0.1,60.5,605,528,9,199,52,1034,1.74,21.3,ons_modeled
2016,Slough,South East,city_medium,140000,2507,1818,30084,2350,28195,1248,7.2,1.067,0.7,59.9,618,499,9,198,52,1004,1.81,19.9,ons_modeled
2017,Slough,South East,city_medium,140000,2613,1894,31356,2413,28954,1300,7.5,1.083,2.7,59.7,636,511,9,211,54,1033,1.83,19.6,ons_modeled
2018,Slough,South East,city_medium,140000,2676,1940,32112,2463,29559,1357,7.83,1.086,2.5,60.1,685,562,10,217,57,1115,1.74,21.0,ons_modeled
2019,Slough,South East,city_medium,140000,2691,1951,32292,2532,30378,1423,8.21,1.063,1.7,60.8,700,544,10,215,57,1097,1.78,20.2,ons_modeled
2020,Slough,South East,city_medium,140000,2813,2039,33756,2622,31461,1511,8.72,1.073,0.9,60.4,698,552,10,223,58,1114,1.83,19.6,ons_modeled
2021,Slough,South East,city_medium,140000,2839,2058,34068,2648,31772,1544,8.91,1.072,2.5,61.2,690,538,10,223,58,1102,1.87,19.0,ons_modeled
2022,Slough,South East,city_medium,140000,2885,2092,34620,2750,33000,1647,9.5,1.049,9.1,60.5,746,623,11,249,67,1250,1.67,21.6,ons_modeled
2023,Slough,South East,city_medium,140000,3094,2243,37128,2914,34963,1806,10.42,1.062,7.3,61.2,864,667,12,249,73,1326,1.69,21.6,ons_modeled
2024,Slough,South East,city_medium,140000,3186,2310,38232,3119,37430,1983,11.44,1.021,2.6,61.3,882,648,12,258,72,1318,1.75,20.3,ons_modeled
2010,Basingstoke,South East,city_medium,105000,2378,1724,28536,2157,25879,1028,5.93,1.102,3.3,59.9,587,471,8,183,47,928,1.86,19.8,ons_modeled
2011,Basingstoke,South East,city_medium,105000,2443,1771,29316,2183,26200,1054,6.08,1.119,4.5,59.5,563,469,8,180,51,930,1.9,19.2,ons_modeled
2012,Basingstoke,South East,city_medium,105000,2453,1778,29436,2208,26500,1073,6.19,1.111,2.8,59.7,627,485,8,184,50,951,1.87,19.8,ons_modeled
2013,Basingstoke,South East,city_medium,105000,2441,1770,29292,2250,27000,1094,6.31,1.085,2.6,60.1,595,496,9,198,52,999,1.77,20.3,ons_modeled
2014,Basingstoke,South East,city_medium,105000,2500,1812,30000,2267,27200,1127,6.5,1.103,1.5,59.4,660,485,9,204,54,998,1.82,19.4,ons_modeled
2015,Basingstoke,South East,city_medium,105000,2489,1805,29868,2304,27645,1161,6.7,1.08,0.1,60.5,665,514,9,190,53,1012,1.78,20.7,ons_modeled
2016,Basingstoke,South East,city_medium,105000,2577,1868,30924,2350,28195,1248,7.2,1.097,0.7,60.7,621,515,9,201,52,1023,1.83,20.0,ons_modeled
2017,Basingstoke,South East,city_medium,105000,2618,1898,31416,2413,28954,1300,7.5,1.085,2.7,59.7,673,518,9,198,55,1028,1.85,19.8,ons_modeled
2018,Basingstoke,South East,city_medium,105000,2568,1862,30816,2463,29559,1357,7.83,1.043,2.5,59.6,666,558,10,212,58,1107,1.68,21.7,ons_modeled
2019,Basingstoke,South East,city_medium,105000,2671,1936,32052,2532,30378,1423,8.21,1.055,1.7,60.5,652,560,10,206,56,1103,1.76,21.0,ons_modeled
2020,Basingstoke,South East,city_medium,105000,2839,2058,34068,2622,31461,1511,8.72,1.083,0.9,60.9,688,557,9,213,58,1089,1.89,19.6,ons_modeled
2021,Basingstoke,South East,city_medium,105000,2848,2065,34176,2648,31772,1544,8.91,1.076,2.5,60.4,700,574,10,220,58,1135,1.82,20.2,ons_modeled
2022,Basingstoke,South East,city_medium,105000,2960,2146,35520,2750,33000,1647,9.5,1.076,9.1,60.4,746,616,11,231,67,1225,1.75,20.8,ons_modeled
2023,Basingstoke,South East,city_medium,105000,3134,2272,37608,2914,34963,1806,10.42,1.075,7.3,61.2,839,687,12,258,69,1351,1.68,21.9,ons_modeled
2024,Basingstoke,South East,city_medium,105000,3184,2308,38208,3119,37430,1983,11.44,1.021,2.6,61.2,854,677,13,270,69,1376,1.68,21.3,ons_modeled
2010,Maidstone,South East,city_medium,107000,2408,1746,28896,2157,25879,1028,5.93,1.116,3.3,59.2,593,458,8,175,49,909,1.92,19.0,ons_modeled
2011,Maidstone,South East,city_medium,107000,2373,1720,28476,2183,26200,1054,6.08,1.087,4.5,60.0,591,487,8,189,48,954,1.8,20.5,ons_modeled
2012,Maidstone,South East,city_medium,107000,2451,1777,29412,2208,26500,1073,6.19,1.11,2.8,59.1,629,511,8,191,50,984,1.81,20.8,ons_modeled
2013,Maidstone,South East,city_medium,107000,2495,1809,29940,2250,27000,1094,6.31,1.109,2.6,60.1,614,496,9,190,54,993,1.82,19.9,ons_modeled
2014,Maidstone,South East,city_medium,107000,2465,1787,29580,2267,27200,1127,6.5,1.087,1.5,60.2,665,507,9,197,55,1014,1.76,20.6,ons_modeled
2015,Maidstone,South East,city_medium,107000,2489,1805,29868,2304,27645,1161,6.7,1.08,0.1,60.0,609,499,9,205,54,1013,1.78,20.0,ons_modeled
2016,Maidstone,South East,city_medium,107000,2529,1834,30348,2350,28195,1248,7.2,1.076,0.7,59.4,619,533,9,195,52,1035,1.77,21.1,ons_modeled
2017,Maidstone,South East,city_medium,107000,2579,1870,30948,2413,28954,1300,7.5,1.069,2.7,59.7,678,538,9,211,57,1063,1.76,20.9,ons_modeled
2018,Maidstone,South East,city_medium,107000,2558,1855,30696,2463,29559,1357,7.83,1.039,2.5,59.6,705,557,9,213,57,1086,1.71,21.8,ons_modeled
2019,Maidstone,South East,city_medium,107000,2770,2008,33240,2532,30378,1423,8.21,1.094,1.7,60.6,701,543,10,213,58,1095,1.83,19.6,ons_modeled
2020,Maidstone,South East,city_medium,107000,2704,1960,32448,2622,31461,1511,8.72,1.031,0.9,60.6,677,549,10,217,60,1107,1.77,20.3,ons_modeled
2021,Maidstone,South East,city_medium,107000,2880,2088,34560,2648,31772,1544,8.91,1.088,2.5,60.4,672,559,10,213,62,1117,1.87,19.4,ons_modeled
2022,Maidstone,South East,city_medium,107000,2888,2094,34656,2750,33000,1647,9.5,1.05,9.1,61.3,762,641,11,246,64,1262,1.66,22.2,ons_modeled
2023,Maidstone,South East,city_medium,107000,3087,2238,37044,2914,34963,1806,10.42,1.059,7.3,60.1,811,667,12,254,68,1326,1.69,21.6,ons_modeled
2024,Maidstone,South East,city_medium,107000,3263,2366,39156,3119,37430,1983,11.44,1.046,2.6,60.3,868,648,12,275,71,1334,1.77,19.9,ons_modeled
2010,Crawley,South East,city_medium,106000,2311,1675,27732,2157,25879,1028,5.93,1.071,3.3,59.3,573,473,8,173,50,923,1.81,20.5,ons_modeled
2011,Crawley,South East,city_medium,106000,2371,1719,28452,2183,26200,1054,6.08,1.086,4.5,59.5,567,469,9,187,51,957,1.8,19.8,ons_modeled
2012,Crawley,South East,city_medium,106000,2375,1722,28500,2208,26500,1073,6.19,1.076,2.8,59.5,594,465,9,192,52,961,1.79,19.6,ons_modeled
2013,Crawley,South East,city_medium,106000,2412,1749,28944,2250,27000,1094,6.31,1.072,2.6,59.1,621,520,9,197,51,1021,1.71,21.6,ons_modeled
2014,Crawley,South East,city_medium,106000,2471,1791,29652,2267,27200,1127,6.5,1.09,1.5,59.3,619,496,9,201,52,1004,1.78,20.1,ons_modeled
2015,Crawley,South East,city_medium,106000,2528,1833,30336,2304,27645,1161,6.7,1.097,0.1,59.9,626,491,9,203,52,1001,1.83,19.4,ons_modeled
2016,Crawley,South East,city_medium,106000,2534,1837,30408,2350,28195,1248,7.2,1.078,0.7,60.0,608,524,9,195,56,1030,1.78,20.7,ons_modeled
2017,Crawley,South East,city_medium,106000,2515,1823,30180,2413,28954,1300,7.5,1.042,2.7,60.4,658,524,9,206,57,1044,1.75,20.8,ons_modeled
2018,Crawley,South East,city_medium,106000,2675,1939,32100,2463,29559,1357,7.83,1.086,2.5,60.6,676,537,9,206,59,1061,1.83,20.1,ons_modeled
2019,Crawley,South East,city_medium,106000,2617,1897,31404,2532,30378,1423,8.21,1.034,1.7,60.4,654,539,10,216,59,1095,1.73,20.6,ons_modeled
2020,Crawley,South East,city_medium,106000,2790,2023,33480,2622,31461,1511,8.72,1.064,0.9,60.4,675,543,9,218,59,1081,1.87,19.5,ons_modeled
2021,Crawley,South East,city_medium,106000,2834,2055,34008,2648,31772,1544,8.91,1.07,2.5,60.0,679,562,10,216,59,1120,1.83,19.8,ons_modeled
2022,Crawley,South East,city_medium,106000,2931,2125,35172,2750,33000,1647,9.5,1.066,9.1,60.1,768,602,11,244,66,1223,1.74,20.5,ons_modeled
2023,Crawley,South East,city_medium,106000,2980,2160,35760,2914,34963,1806,10.42,1.023,7.3,60.2,839,689,11,248,70,1324,1.63,23.1,ons_modeled
2024,Crawley,South East,city_medium,106000,3285,2382,39420,3119,37430,1983,11.44,1.053,2.6,60.1,890,650,12,269,73,1332,1.79,19.8,ons_modeled
2010,Worthing,South East,city_small,111000,2224,1612,26688,2157,25879,1028,5.93,1.031,3.3,51.9,480,387,7,167,40,801,2.01,17.4,ons_modeled
2011,Worthing,South East,city_small,111000,2221,1610,26652,2183,26200,1054,6.08,1.017,4.5,53.0,524,408,8,172,41,851,1.89,18.4,ons_modeled
2012,Worthing,South East,city_small,111000,2226,1614,26712,2208,26500,1073,6.19,1.008,2.8,52.9,544,426,8,181,42,881,1.83,19.1,ons_modeled
2013,Worthing,South East,city_small,111000,2341,1697,28092,2250,27000,1094,6.31,1.04,2.6,53.0,546,446,8,173,46,898,1.89,19.1,ons_modeled
2014,Worthing,South East,city_small,111000,2316,1679,27792,2267,27200,1127,6.5,1.022,1.5,52.5,548,454,8,187,46,922,1.82,19.6,ons_modeled
2015,Worthing,South East,city_small,111000,2265,1642,27180,2304,27645,1161,6.7,0.983,0.1,53.2,553,447,9,181,43,926,1.77,19.7,ons_modeled
2016,Worthing,South East,city_small,111000,2329,1689,27948,2350,28195,1248,7.2,0.991,0.7,52.3,565,466,9,191,45,957,1.76,20.0,ons_modeled
2017,Worthing,South East,city_small,111000,2467,1789,29604,2413,28954,1300,7.5,1.022,2.7,52.3,584,461,8,193,46,937,1.91,18.7,ons_modeled
2018,Worthing,South East,city_small,111000,2462,1785,29544,2463,29559,1357,7.83,1.0,2.5,52.3,583,455,9,187,46,947,1.88,18.5,ons_modeled
2019,Worthing,South East,city_small,111000,2593,1880,31116,2532,30378,1423,8.21,1.024,1.7,53.3,612,470,9,194,49,974,1.93,18.1,ons_modeled
2020,Worthing,South East,city_small,111000,2694,1953,32328,2622,31461,1511,8.72,1.027,0.9,53.4,607,466,9,193,48,968,2.02,17.3,ons_modeled
2021,Worthing,South East,city_small,111000,2671,1936,32052,2648,31772,1544,8.91,1.009,2.5,53.8,654,510,9,207,49,1029,1.88,19.1,ons_modeled
2022,Worthing,South East,city_small,111000,2699,1957,32388,2750,33000,1647,9.5,0.981,9.1,53.3,647,564,10,226,54,1135,1.72,20.9,ons_modeled
2023,Worthing,South East,city_small,111000,2838,2058,34056,2914,34963,1806,10.42,0.974,7.3,53.7,707,573,11,231,59,1180,1.74,20.2,ons_modeled
2024,Worthing,South East,city_small,111000,3009,2182,36108,3119,37430,1983,11.44,0.965,2.6,53.1,724,600,11,255,61,1236,1.77,19.9,ons_modeled
2010,Eastbourne,South East,city_small,100000,2246,1628,26952,2157,25879,1028,5.93,1.041,3.3,52.0,495,381,7,157,39,784,2.08,17.0,ons_modeled
2011,Eastbourne,South East,city_small,100000,2259,1638,27108,2183,26200,1054,6.08,1.035,4.5,52.2,518,434,8,166,42,872,1.88,19.2,ons_modeled
2012,Eastbourne,South East,city_small,100000,2252,1633,27024,2208,26500,1073,6.19,1.02,2.8,52.3,527,410,8,176,42,860,1.9,18.2,ons_modeled
2013,Eastbourne,South East,city_small,100000,2277,1651,27324,2250,27000,1094,6.31,1.012,2.6,52.6,567,420,8,185,43,881,1.87,18.4,ons_modeled
2014,Eastbourne,South East,city_small,100000,2309,1674,27708,2267,27200,1127,6.5,1.019,1.5,52.2,539,459,8,190,45,929,1.8,19.9,ons_modeled
2015,Eastbourne,South East,city_small,100000,2271,1646,27252,2304,27645,1161,6.7,0.986,0.1,53.0,554,430,9,182,46,913,1.8,18.9,ons_modeled
2016,Eastbourne,South East,city_small,100000,2431,1762,29172,2350,28195,1248,7.2,1.034,0.7,52.2,571,473,9,178,47,953,1.85,19.5,ons_modeled
2017,Eastbourne,South East,city_small,100000,2440,1769,29280,2413,28954,1300,7.5,1.011,2.7,52.2,566,460,8,186,45,928,1.91,18.9,ons_modeled
2018,Eastbourne,South East,city_small,100000,2423,1757,29076,2463,29559,1357,7.83,0.984,2.5,52.4,572,486,9,190,48,983,1.79,20.1,ons_modeled
2019,Eastbourne,South East,city_small,100000,2605,1889,31260,2532,30378,1423,8.21,1.029,1.7,52.4,592,464,8,194,50,949,1.99,17.8,ons_modeled
2020,Eastbourne,South East,city_small,100000,2683,1945,32196,2622,31461,1511,8.72,1.023,0.9,53.6,633,465,9,192,50,968,2.01,17.3,ons_modeled
2021,Eastbourne,South East,city_small,100000,2559,1855,30708,2648,31772,1544,8.91,0.966,2.5,53.7,604,497,9,205,50,1015,1.83,19.4,ons_modeled
2022,Eastbourne,South East,city_small,100000,2644,1917,31728,2750,33000,1647,9.5,0.961,9.1,53.7,650,551,10,221,56,1119,1.71,20.8,ons_modeled
2023,Eastbourne,South East,city_small,100000,2888,2094,34656,2914,34963,1806,10.42,0.991,7.3,53.4,714,613,11,238,57,1225,1.71,21.2,ons_modeled
2024,Eastbourne,South East,city_small,100000,3139,2276,37668,3119,37430,1983,11.44,1.006,2.6,53.9,782,600,11,252,62,1234,1.84,19.1,ons_modeled
2010,Medway (Rochester),South East,city_large,278000,2617,1897,31404,2157,25879,1028,5.93,1.213,3.3,69.0,723,560,8,187,58,1032,1.84,21.4,ons_modeled
2011,Medway (Rochester),South East,city_large,278000,2571,1864,30852,2183,26200,1054,6.08,1.178,4.5,68.0,760,574,9,204,61,1089,1.71,22.3,ons_modeled
2012,Medway (Rochester),South East,city_large,278000,2587,1876,31044,2208,26500,1073,6.19,1.172,2.8,69.2,760,590,9,200,60,1102,1.7,22.8,ons_modeled
2013,Medway (Rochester),South East,city_large,278000,2733,1981,32796,2250,27000,1094,6.31,1.215,2.6,69.3,783,611,10,214,63,1161,1.71,22.4,ons_modeled
2014,Medway (Rochester),South East,city_large,278000,2571,1864,30852,2267,27200,1127,6.5,1.134,1.5,69.3,795,655,10,221,64,1215,1.53,25.5,ons_modeled
2015,Medway (Rochester),South East,city_large,278000,2700,1958,32400,2304,27645,1161,6.7,1.172,0.1,69.3,799,604,9,208,63,1130,1.73,22.4,ons_modeled
2016,Medway (Rochester),South East,city_large,278000,2653,1923,31836,2350,28195,1248,7.2,1.129,0.7,68.9,858,629,10,211,63,1178,1.63,23.7,ons_modeled
2017,Medway (Rochester),South East,city_large,278000,2735,1983,32820,2413,28954,1300,7.5,1.133,2.7,69.1,815,661,10,228,66,1232,1.61,24.2,ons_modeled
2018,Medway (Rochester),South East,city_large,278000,2879,2087,34548,2463,29559,1357,7.83,1.169,2.5,69.3,884,672,11,236,70,1277,1.63,23.3,ons_modeled
2019,Medway (Rochester),South East,city_large,278000,2823,2047,33876,2532,30378,1423,8.21,1.115,1.7,69.1,857,705,11,231,68,1305,1.57,25.0,ons_modeled
2020,Medway (Rochester),South East,city_large,278000,2910,2110,34920,2622,31461,1511,8.72,1.11,0.9,69.1,915,665,10,244,67,1257,1.68,22.9,ons_modeled
2021,Medway (Rochester),South East,city_large,278000,2929,2124,35148,2648,31772,1544,8.91,1.106,2.5,70.0,886,705,11,239,68,1315,1.62,24.1,ons_modeled
2022,Medway (Rochester),South East,city_large,278000,3054,2214,36648,2750,33000,1647,9.5,1.111,9.1,69.2,1039,752,12,262,78,1423,1.56,24.6,ons_modeled
2023,Medway (Rochester),South East,city_large,278000,3380,2450,40560,2914,34963,1806,10.42,1.16,7.3,70.4,1119,801,13,284,82,1524,1.61,23.7,ons_modeled
2024,Medway (Rochester),South East,city_large,278000,3439,2493,41268,3119,37430,1983,11.44,1.103,2.6,69.7,1072,825,12,297,83,1545,1.61,24.0,ons_modeled
2010,Canterbury,South East,city_medium,55000,2387,1731,28644,2157,25879,1028,5.93,1.107,3.3,59.6,540,436,8,183,48,894,1.94,18.3,ons_modeled
2011,Canterbury,South East,city_medium,55000,2418,1753,29016,2183,26200,1054,6.08,1.108,4.5,59.4,597,476,8,182,51,939,1.87,19.7,ons_modeled
2012,Canterbury,South East,city_medium,55000,2476,1795,29712,2208,26500,1073,6.19,1.121,2.8,59.6,607,509,9,193,51,1005,1.79,20.6,ons_modeled
2013,Canterbury,South East,city_medium,55000,2407,1745,28884,2250,27000,1094,6.31,1.07,2.6,60.2,612,487,9,198,54,992,1.76,20.2,ons_modeled
2014,Canterbury,South East,city_medium,55000,2518,1826,30216,2267,27200,1127,6.5,1.111,1.5,60.1,610,516,9,195,53,1019,1.79,20.5,ons_modeled
2015,Canterbury,South East,city_medium,55000,2543,1844,30516,2304,27645,1161,6.7,1.104,0.1,60.6,620,500,9,205,53,1013,1.82,19.7,ons_modeled
2016,Canterbury,South East,city_medium,55000,2571,1864,30852,2350,28195,1248,7.2,1.094,0.7,60.8,613,533,9,192,54,1034,1.8,20.7,ons_modeled
2017,Canterbury,South East,city_medium,55000,2497,1810,29964,2413,28954,1300,7.5,1.035,2.7,60.1,680,503,10,198,54,1032,1.75,20.1,ons_modeled
2018,Canterbury,South East,city_medium,55000,2548,1847,30576,2463,29559,1357,7.83,1.035,2.5,60.4,700,523,9,215,55,1052,1.76,20.5,ons_modeled
2019,Canterbury,South East,city_medium,55000,2691,1951,32292,2532,30378,1423,8.21,1.063,1.7,60.3,663,566,10,205,57,1109,1.76,21.0,ons_modeled
2020,Canterbury,South East,city_medium,55000,2864,2076,34368,2622,31461,1511,8.72,1.092,0.9,60.2,671,572,10,224,59,1136,1.83,20.0,ons_modeled
2021,Canterbury,South East,city_medium,55000,2842,2060,34104,2648,31772,1544,8.91,1.073,2.5,60.2,722,559,10,214,59,1115,1.85,19.7,ons_modeled
2022,Canterbury,South East,city_medium,55000,2973,2155,35676,2750,33000,1647,9.5,1.081,9.1,60.3,771,591,11,249,63,1214,1.78,19.9,ons_modeled
2023,Canterbury,South East,city_medium,55000,2979,2160,35748,2914,34963,1806,10.42,1.022,7.3,60.4,858,676,12,253,73,1339,1.61,22.7,ons_modeled
2024,Canterbury,South East,city_medium,55000,3183,2308,38196,3119,37430,1983,11.44,1.021,2.6,61.3,812,709,12,263,72,1384,1.67,22.3,ons_modeled
2010,Hastings,South East,city_small,93000,2173,1575,26076,2157,25879,1028,5.93,1.007,3.3,52.8,477,415,7,167,42,831,1.9,19.1,ons_modeled
2011,Hastings,South East,city_small,93000,2182,1582,26184,2183,26200,1054,6.08,1.0,4.5,52.6,503,413,8,173,41,857,1.85,18.9,ons_modeled
2012,Hastings,South East,city_small,93000,2344,1699,28128,2208,26500,1073,6.19,1.062,2.8,53.0,534,434,8,174,42,882,1.93,18.5,ons_modeled
2013,Hastings,South East,city_small,93000,2313,1677,27756,2250,27000,1094,6.31,1.028,2.6,52.3,573,448,8,184,43,908,1.85,19.4,ons_modeled
2014,Hastings,South East,city_small,93000,2318,1681,27816,2267,27200,1127,6.5,1.022,1.5,53.3,572,438,8,179,46,898,1.87,18.9,ons_modeled
2015,Hastings,South East,city_small,93000,2364,1714,28368,2304,27645,1161,6.7,1.026,0.1,52.4,583,456,8,183,46,920,1.86,19.3,ons_modeled
2016,Hastings,South East,city_small,93000,2428,1760,29136,2350,28195,1248,7.2,1.033,0.7,52.9,544,447,8,188,47,917,1.92,18.4,ons_modeled
2017,Hastings,South East,city_small,93000,2381,1726,28572,2413,28954,1300,7.5,0.987,2.7,53.0,602,474,9,184,46,961,1.8,19.9,ons_modeled
2018,Hastings,South East,city_small,93000,2422,1756,29064,2463,29559,1357,7.83,0.983,2.5,52.7,571,491,9,197,47,994,1.77,20.3,ons_modeled
2019,Hastings,South East,city_small,93000,2475,1794,29700,2532,30378,1423,8.21,0.977,1.7,52.8,600,494,9,204,49,1008,1.78,20.0,ons_modeled
2020,Hastings,South East,city_small,93000,2676,1940,32112,2622,31461,1511,8.72,1.021,0.9,53.3,580,510,9,206,50,1027,1.89,19.1,ons_modeled
2021,Hastings,South East,city_small,93000,2632,1908,31584,2648,31772,1544,8.91,0.994,2.5,53.6,653,506,9,201,50,1020,1.87,19.2,ons_modeled
2022,Hastings,South East,city_small,93000,2720,1972,32640,2750,33000,1647,9.5,0.989,9.1,52.7,686,538,10,218,53,1100,1.79,19.8,ons_modeled
2023,Hastings,South East,city_small,93000,2823,2047,33876,2914,34963,1806,10.42,0.969,7.3,53.4,720,579,11,230,57,1183,1.73,20.5,ons_modeled
2024,Hastings,South East,city_small,93000,3134,2272,37608,3119,37430,1983,11.44,1.005,2.6,54.0,731,618,11,247,59,1244,1.83,19.7,ons_modeled
2010,Swindon,South East,city_large,222000,2168,1572,26016,2157,25879,1028,5.93,1.005,3.3,63.8,701,565,9,195,58,1065,1.48,26.1,numbeo
2011,Swindon,South East,city_large,222000,2114,1533,25368,2183,26200,1054,6.08,0.968,4.5,65.1,757,603,9,197,57,1107,1.38,28.5,numbeo
2012,Swindon,South East,city_large,222000,2249,1631,26988,2208,26500,1073,6.19,1.019,2.8,65.4,792,596,10,213,59,1140,1.43,26.5,numbeo
2013,Swindon,South East,city_large,222000,2261,1639,27132,2250,27000,1094,6.31,1.005,2.6,64.8,770,617,10,216,62,1168,1.4,27.3,numbeo
2014,Swindon,South East,city_large,222000,2218,1608,26616,2267,27200,1127,6.5,0.978,1.5,65.4,832,624,9,215,63,1157,1.39,28.1,numbeo
2015,Swindon,South East,city_large,222000,2221,1610,26652,2304,27645,1161,6.7,0.964,0.1,65.9,794,661,10,222,64,1222,1.32,29.8,numbeo
2016,Swindon,South East,city_large,222000,2350,1704,28200,2350,28195,1248,7.2,1.0,0.7,65.9,795,617,10,210,66,1168,1.46,26.3,numbeo
2017,Swindon,South East,city_large,222000,2371,1719,28452,2413,28954,1300,7.5,0.983,2.7,66.0,834,643,10,224,68,1212,1.42,27.1,numbeo
2018,Swindon,South East,city_large,222000,2412,1749,28944,2463,29559,1357,7.83,0.979,2.5,65.7,884,697,10,222,70,1268,1.38,28.9,numbeo
2019,Swindon,South East,city_large,222000,2367,1716,28404,2532,30378,1423,8.21,0.935,1.7,66.0,902,710,10,228,66,1285,1.34,30.0,numbeo
